Ball,Commentary,Wicket
0.1,"Aamer Yamin to Simmons, FOUR, slapped for four. Deserved it. Short ball, slower delivery outside off. Simmons stays in his crease, chooses the spot and swats it to the mid-on boundary",
0.2,"Aamer Yamin to Simmons, no run, length on middle, a thick inside edge hits Simmons on the pad. Simmons wanted to go big",
0.3,"Aamer Yamin to Simmons, no run, length on off, keeps a tad low. Simmons inside-edges onto his pad again. Towards point",
0.4,"Aamer Yamin to Simmons, no run, full outside off, Simmons leaves alone",
0.5,"Aamer Yamin to Simmons, no run, poor communication. Full delivery on middle, off the pad towards midwicket. Simmons walks out lazily, no intent. Shahzaib runs down for one but is sent back late.",
0.6,"Aamer Yamin to Simmons, no run, movement. starts off wider outside off and the ball ducks back in towards off. Simmons opts to leave",
1.1,"Hasan Ali to Shahzaib Hasan, no run, beaten. Full outside off, a hint of away movement. Shahzaib plays inside the line and is beaten",
1.2,"Hasan Ali to Shahzaib Hasan, 1 run, back of a length on off, guided down to third man",
1.3,"Hasan Ali to Simmons, FOUR, heaved away for four. Very full on middle, Simmons looks to go down the ground but loses his shape and gets a thick inside edge which rolls away past short fine leg for four.",
1.4,"Hasan Ali to Simmons, no run, got a hold of that alright. Shimmied down the track and belted the full delivery to mid-off.",
1.5,"Hasan Ali to Simmons, 1 run, shortish length on middle and leg, swiped to deep midwicket",
1.6,"Hasan Ali to Shahzaib Hasan, 1 run, too straight and worked off his pads to square leg",
2.1,"Aamer Yamin to Shahzaib Hasan, 1 run, full outside off, whacked to mid-off for a quick single.",
2.2,"Aamer Yamin to Shahzaib Hasan, no run, good comeback on the free hit. Yorker on off, Hasan keeps it out",
2.3,"Aamer Yamin to Shahzaib Hasan, no run, wow, a huge slog. Good length outside off, Hasan chooses the wrong option and looks to mow it over midwicket. Misses it by a distance. Very poor cricket so far.",
2.4,"Aamer Yamin to Shahzaib Hasan, no run, Hasan struggling here. Length outside off, Hasan tries to lay bat on his attempted dab but can't",
2.5,"Aamer Yamin to Shahzaib Hasan, 1 run, better. Full on off, pushed to long-on. Rotate the strike, if struggling for timing and concentration. Simple cricket basics",
