Ball,Commentary,Wicket
0.1,"Hasan Ali to Delport, 1 run, goes at it with hard hands as he chases a wide ball outside off and sends it to third man off the outside edge",
0.2,"Hasan Ali to McCullum, 1 run, length ball on off, nudged to midwicket",
0.3,"Hasan Ali to Delport, FOUR, comes down the track and meets the pitch of this fuller ball through mid-on and the ball goes to the left of the fielder there as it goes into the boundary",
0.4,"Hasan Ali to Delport, no run, looks to hit through the leg side but is beaten by pace and wears it on the thigh pad",
0.5,"Hasan Ali to Delport, 1 run, comes down the track and looks to go big over the off-side, gets a healthy outside edge and the ball goes on the bounce to the fielder at third man who runs to his right and fields it",
0.6,"Hasan Ali to McCullum, FOUR, comes down the track to get on top of this one and flays it over mid-on with a flat bat. Seemed like a catch momentarily but it has sailed well over the fielder there",
1.1,"Mohammad Asghar to Delport, FOUR, fired full on off, gets down and sweeps through square leg",
1.2,"Mohammad Asghar to Delport, FOUR, comes down the track and meets the pitch of the ball before crunching it down the ground for a straight boundary. The ball goes over the long-on boundary on the bounce",
1.3,"Mohammad Asghar to Delport, FOUR, drags the length back and fires this on leg stump. Overcompensates with the length and it is pulled away through the fine leg region",
1.4,"Mohammad Asghar to Delport, FOUR, oh, dear. Long-on came up to mid-on and the batsman steps down the track and lofts this cleanly over the fielder who is inside the circle. Comes down early and flicks it straight down the ground. Not much turn on the ball and he is able to easily loft it",
1.5,"Mohammad Asghar to Delport, 2 runs, backs away to this short ball, waits for this one to spin and come on to him before knocking it through covers",
1.6,"Mohammad Asghar to Delport, FOUR, make that five in the over. Pitched up leg stumps, advances down the track and lofts it flat and clean over mid-on",
2.1,"Hasan Ali to McCullum, 1 run, short ball, mistimes the pull to square leg as it hit the high part of the bat",
2.2,"Hasan Ali to Delport, no run, short ball, tries to pull it away but it is pushed across the left-hander and the angle makes it hard for him to make contact as he went at it with his feet rooted to the crease",
2.3,"Hasan Ali to Delport, no run, this time he backs away and tries to pull. It's not as wide this time, in fact too close to pull and hence he makes no contact",
2.4,"Hasan Ali to Delport, no run, backs away and responds with a pull shot to this short ball but he mistimes it and chops towards wide mid-on",
2.5,"Hasan Ali to Delport, FOUR, finally makes proper connection on the pull shot. Sits up nicely for Delport and he rolls his wrists over it as the ball runs away into the deep backward square leg boundary",
2.6,"Hasan Ali to Delport, OUT, well, well, that is some brave bowling. Persists with the short ball and it fetches him reward. He saw Delport taking his eyes off the previous ball late into the shot and probably had the feeling he was not as comfortable against the short ball. So he bangs one in and Delport came down the track and looked to pull. Skies it off the top edge and the wicketkeeper and bowler converge. Hasan says mine and takes a superbly-judged catch. That stayed up for a long time and he did well to get under it",['CS Delport c & b Hasan Ali 32 (15b 7x4 0x6) SR: 213.33']
