Ball,Commentary,Wicket
0.1,"Sohail Tanvir to Tamim Iqbal, FOUR",
0.2,"Sohail Tanvir to Tamim Iqbal, 1 run",
0.3,"Sohail Tanvir to Kamran Akmal, no run",
0.4,"Sohail Tanvir to Kamran Akmal, no run",
0.5,"Sohail Tanvir to Kamran Akmal, no run",
0.6,"Sohail Tanvir to Kamran Akmal, no run",
1.1,"Aamer Yamin to Tamim Iqbal, OUT",['Tamim Iqbal c & b Aamer Yamin 5 (3b 1x4 0x6) SR: 166.66']
1.2,"Aamer Yamin to Mohammad Hafeez, FOUR, short and wide ball, stays in the crease and crunches it through covers for four",
1.3,"Aamer Yamin to Mohammad Hafeez, no run, good length ball, defended back to the bowler",
1.4,"Aamer Yamin to Mohammad Hafeez, no run, overpitched ball, comes down the crease and blocks it to mid-on",
1.5,"Aamer Yamin to Mohammad Hafeez, no run, full and wide outside off, presses forward to drive and skews it off the inside part of the bat back to the bowler",
1.6,"Aamer Yamin to Mohammad Hafeez, no run, slower length ball, gets an outside edge and the ball goes on the bounce to the wicketkeeper",
2.1,"Sohail Tanvir to Kamran Akmal, FOUR, short and wide outside off, Kamran crunches it through cover-point and the ball races to the boundary",
2.2,"Sohail Tanvir to Kamran Akmal, no run, good length ball, cramps Kamran for room and the ball is defended into the off side",
2.3,"Sohail Tanvir to Kamran Akmal, no run, length ball on the stumps, defended back to the bowler",
2.4,"Sohail Tanvir to Kamran Akmal, 2 runs, short and wide ball, tries to fetch a pull from outside off and mistimes it. Ends up dragging it towards mid-on",
2.5,"Sohail Tanvir to Kamran Akmal, 4 byes, length ball, swinging back in sharply, Akmal swings and misses and the wicketkeeper flings himself to his left and misses the ball as well",
2.6,"Sohail Tanvir to Kamran Akmal, 1 run, short of a length, knocks it to mid-on for a quick single and keeps the strike",
3.1,"Aamer Yamin to Kamran Akmal, 1 run, short of a length, angling into the pads, tucked to midwicket",
3.2,"Aamer Yamin to Mohammad Hafeez, 1 run, comes down the track and plays it to mid-on",
3.3,"Aamer Yamin to Kamran Akmal, 1 run, short of a length, angling in on leg, swivels around and pulls to backward square leg",
3.4,"Aamer Yamin to Mohammad Hafeez, no run, short ball, angling in on leg again and this time it's slower in pace and the batsman does not make contact as he tries to pull it",
3.5,"Aamer Yamin to Mohammad Hafeez, 1 run, back of a length and angling in, tucked with the angle to square leg",
3.6,"Aamer Yamin to Kamran Akmal, FOUR, too short and a little too straight. Not much pace and sits up nicely, Kamran swivels around and pulls it away to deep backward square leg",
4.1,"Narine to Mohammad Hafeez, no run, flat length ball at pace outside off, comes forward and defends back to the bowler",
4.2,"Narine to Mohammad Hafeez, 1 run, tossed up on off, clipped off the pads to midwicket. They think of the second but decide against it as the ball is picked up",
4.3,"Narine to Kamran Akmal, 2 runs, flat, short and wide outside off, rocks back and cuts in front of point. They set off for a quick single and backward point runs across and fields it. Fires a throw at the bowler's end and Narine opts to not get behind the stumps and let the ball hit the stumps. Except that it does not and they take the overthrow",
4.4,"Narine to Kamran Akmal, 1 run, fuller ball, comes forward and drives through covers",
4.5,"Narine to Mohammad Hafeez, no run",
4.6,"Narine to Mohammad Hafeez, FOUR, Narine fires a tempter outside off and the batsman comes forward. Does not get to the pitch of this length ball and gets an outside edge as the ball goes to the third man boundary",
5.1,"Ghulam Mudassar to Kamran Akmal, no run, length ball on leg stump, tries to flick it into the leg side and gets an inside edge to the pads",
5.2,"Ghulam Mudassar to Kamran Akmal, FOUR, short of a length, sitting up nicely, swivels around and pulls through deep backward square leg",
5.3,"Ghulam Mudassar to Kamran Akmal, 1 run, width on offer outside off, waits for it at the crease and opens the face of his bat before steering it away to square third man",
5.4,"Ghulam Mudassar to Mohammad Hafeez, 1 run, short of a length on leg stump, tries to pull it away fine and gets it off the inside edge to the thigh as the ball rolls away fine",
5.5,"Ghulam Mudassar to Kamran Akmal, no run, good length ball, angled across the right-hander on off-stump channel, Kamran presses forward and defends with bat close to pad",
5.6,"Ghulam Mudassar to Kamran Akmal, FOUR, poor delivery. Short ball down the leg side, no pace and not much bounce, pulled away. Fine leg is inside the circle and the ball will comfortably beat him to the boundary",
6.1,"Narine to Mohammad Hafeez, no run, tries to steer this short of a length ball away but cannot beat short third man",
6.2,"Narine to Mohammad Hafeez, no run, rapped on the pads. appeal for lbw but turned down. Nicely flighted fullish ball, tries to flick it away but there is sharp turn in to the right-hander. Seems like impact was outside off",
6.3,"Narine to Mohammad Hafeez, 1 run, hops back and tucks it into the midwicket region",
6.4,"Narine to Kamran Akmal, no run, width on offer outside off, crunches a drive to covers",
6.5,"Narine to Kamran Akmal, FOUR, flat length ball, just outside off, deftly played by Kamran. Beautiful late use of the wrists, cuts it well wide of the first slip fielder and the ball goes to the third man boundary",
6.6,"Narine to Kamran Akmal, 1 run, drags it wider outside off this time and it is slapped out to deep point",
7.1,"Yasir Shah to Kamran Akmal, no run, pitched up on leg stump, driven to covers where McCullum puts in a dive to stop it",
7.2,"Yasir Shah to Kamran Akmal, no run, beautifully done. Goes for an expansive drive but this one spins away a mile and comfortably beats the outside edge of the flashing blade. The wicketkeeper takes off the bails and makes an excited appeal for stumped. The foot did go up momentarily but he has planted it back in by the time the bails are whipped off",
7.3,"Yasir Shah to Kamran Akmal, 1 run, comes forward to this fuller ball that is sliding in and pushes it down to long-off",
7.4,"Yasir Shah to Mohammad Hafeez, no run, floated up outside off, driven off the front foot to covers and McCullum at short cover is at it again, flings himself to his left and stops it",
7.5,"Yasir Shah to Mohammad Hafeez, OUT, bowled him. Hafeez attempts a cheeky paddle sweep after going across and he has lost his leg stump. And Peshawar have lost their second wicket. It pitched outside leg and Hafeez exposed the leg stick. He fails to make contact on the sweep and the stump is uprooted",
7.6,"Yasir Shah to Samuels, 2 runs, opens the bat face with soft hands and works it wide of short third man",['Mohammad Hafeez b Yasir Shah 13 (18b 2x4 0x6) SR: 72.22']
8.1,"Elliott to Kamran Akmal, FOUR, width on offer outside off and he has split the gap with surgical precision. Opens the bat face and plays a late cut that goes between backward point and short third man",
8.2,"Elliott to Kamran Akmal, 1 run, fuller ball at 107.9 kph on off, driven to sweeper cover",
8.3,"Elliott to Samuels, no run, good length ball outside off, strides forward and opens the bat face to steer it to backward point",
8.4,"Elliott to Samuels, 1 run, fullish ball, drilled down to long-on where the fielder runs to his left and picks it up",
8.5,"Elliott to Kamran Akmal, 1 run, fullish length ball, not much pace again and it is eased down to long-on",
