Ball,Commentary,Wicket
0.1,"Zulfiqar Babar to Smith, no run",
0.2,"Zulfiqar Babar to Smith, no run",
0.3,"Zulfiqar Babar to Smith, OUT, good length at middle, his eyes light up, he isn't to the pitch, gets it high on the bat and it goes straight to long-off",['DR Smith c Mohammad Nawaz b Zulfiqar Babar 0 (3b 0x4 0x6) SR: 0.00']
0.4,"Zulfiqar Babar to Rafatullah Mohmand, no run, good length at middle stump, defended straight to point",
0.5,"Zulfiqar Babar to Rafatullah Mohmand, no run, good length at middle, goes back and defends",
0.6,"Zulfiqar Babar to Rafatullah Mohmand, FOUR, tossed up outside off, gets low and sweeps on the up to the square leg boundary",
1.1,"Mahmudullah to Hussain Talat, no run, full on the pads, driven back to the bowler",
1.2,"Mahmudullah to Hussain Talat, no run, full at off middle stump, pushed back to the bowler",
1.3,"Mahmudullah to Hussain Talat, no run, good length outside off, tries to hit it inside out over cover, not to the pitch, gets beaten...and it's an appeal for stumping that it reviewed...he was in",
1.4,"Mahmudullah to Hussain Talat, no run, good length at middle stump, pushed to mid-on off the back foot",
1.5,"Mahmudullah to Hussain Talat, 2 runs, good length at middle stump, gets on one knee and swipes across the line, gets a top edge that just evades KP at mid-on. He knew he wouldn't get close to that",
1.6,"Mahmudullah to Hussain Talat, FOUR, full at off stump, keeps his shape this time and drives past cover",
2.1,"Zulfiqar Babar to Rafatullah Mohmand, no run, good length outside off, hangs back and cuts it to point",
2.2,"Zulfiqar Babar to Rafatullah Mohmand, 1 run, good length outside off, sweeps across the turn on the up, Rossouw puts in a dive to his left at square leg and parries it to deep midwicket",
2.3,"Zulfiqar Babar to Hussain Talat, no run, good length, arm ball pushed across outside off from around the wicket, skids past the attempted late cut",
2.4,"Zulfiqar Babar to Hussain Talat, 1 run, good length on the pads, glanced to short fine off the back foot",
2.5,"Zulfiqar Babar to Rafatullah Mohmand, 1 run, good length at off stump, pushed into the off side off the front foot",
2.6,"Zulfiqar Babar to Hussain Talat, 1 run, good length at off stump, steps out and doesn't get to the pitch, watches it closely and drops it square into the offside",
3.1,"Mohammad Nawaz to Hussain Talat, no run, good length at middle stump, pushed off the front foot to midwicket",
3.2,"Mohammad Nawaz to Hussain Talat, no run, good length at leg, backs away and pushes it to midwicket",
3.3,"Mohammad Nawaz to Hussain Talat, 1 run, back of a length outside off, steps out and pushes on the up to mid-off",
3.4,"Mohammad Nawaz to Rafatullah Mohmand, 1 run, good length, fired into the pads, worked behind square on the leg side",
3.5,"Mohammad Nawaz to Hussain Talat, 1 run, good length at middle stump, walks across and sweeps it to deep square",
3.6,"Mohammad Nawaz to Rafatullah Mohmand, SIX, tossed up at middle, steps down the track, reaches the pitch and lifts it straight over the bowler",
4.1,"Anwar Ali to Hussain Talat, no run, good length outside off, slapped straight to covers off the front foot",
