Ball,Commentary,Wicket
0.1,"Imad Wasim to Wright, no run, length on off stump and cuts to point",
0.2,"Imad Wasim to Wright, no run, camr back in and cramped him for room, hits his pat first and a loud cry for leg-before. Denied.",
0.3,"Imad Wasim to Wright, 1 run, angled in, on middle and leg, nudged to on side",
0.4,"Imad Wasim to Ahmed Shehzad, no run, short and wide again, slapped to cover. Four runs was written all over this one.",
0.5,"Imad Wasim to Ahmed Shehzad, 1 run, tad fuller on off and turned to square leg",
0.6,"Imad Wasim to Wright, 1 run, no room offered, length on off and milks a run down the ground.",
1.1,"Shakib Al Hasan to Wright, FOUR, Welcome Shakib. Pitched it short on off stump, begged to be whacked and so does the batsman, hammered through cover",
1.2,"Shakib Al Hasan to Wright, 1 run, tucked to on side for a aingle",
1.3,"Shakib Al Hasan to Ahmed Shehzad, FOUR, too short again, goes back and thwacks it through point this time around.",
1.4,"Shakib Al Hasan to Ahmed Shehzad, 1 run, dragged it back again and pulled wide on mid-on for a run",
1.5,"Shakib Al Hasan to Wright, 1 run, length ball on off stump and pushed to long-off",
1.6,"Shakib Al Hasan to Ahmed Shehzad, no run, slower through the air and fends to cover",
2.1,"Mohammad Amir to Wright, no run, angled across, typical away swinger and he plays all around this one. Play and a miss.",
2.2,"Mohammad Amir to Wright, no run, from round the wicket to cut out the angle, back of a length on off and gets an inside edge onto his pad",
2.3,"Mohammad Amir to Wright, 1 run, tad short on off and pulled to mid-wicket, mere single.",
2.4,"Mohammad Amir to Ahmed Shehzad, 1 run, angled in, around his hips and whipped to mid-wicket",
2.5,"Mohammad Amir to Wright, 1 run, length ball on off, he shimmies to leg and dabs to short third man as they pinch a quick run",
2.6,"Mohammad Amir to Ahmed Shehzad, no run, angling in, no room offered and cuts to point. Shehzad looks for a run but sent back by his partner.",
3.1,"Imad Wasim to Wright, no run, fuller on off stump and pushed to cover, no run there.",
3.2,"Imad Wasim to Wright, no run, dragged down again and slapped back to the bowler.",
3.3,"Imad Wasim to Wright, FOUR, fuller on off, uses his feet and goes over the mid-off fielder. Crisply done as it should do his confidence a world of good.",
3.4,"Imad Wasim to Wright, no run, shimmied to leg and swats straight to cover",
3.5,"Imad Wasim to Wright, 1 run, down the track and mistimes to cover as they scamper for a single",
