Ball,Commentary,Wicket
0.1,"Mohammad Irfan to Kamran Akmal, no run, hit on the up, straight to cover",
0.2,"Mohammad Irfan to Kamran Akmal, no run, angles across the batsman, extra bounce on that one, cuts and misses",
0.3,"Mohammad Irfan to Kamran Akmal, no run, hits the top of the bat and rolls to cover, the bounce again",
0.4,"Mohammad Irfan to Kamran Akmal, FOUR, picks the length early and pulls it handsomely into the midwicket boundary",
0.5,"Mohammad Irfan to Kamran Akmal, no run, looks to go over cover, gets a thick inside-edge, Irfan stops that on his followthrough",
0.6,"Mohammad Irfan to Kamran Akmal, no run, swings and misses. The ball kept low, swung away as well, keeper half-stops it",
1.1,"Badree to Malan, no run, slides across the face of the bat, he played for the one that spins back in",
1.2,"Badree to Malan, no run, leading edge, just short of cover",
1.3,"Badree to Malan, no run, hurries onto him, pushed back to the bowler",
1.4,"Badree to Malan, no run, too short, backs away to cut that, but can only hit it off the bottom of the bat towards cover",
1.5,"Badree to Malan, no run, beaten on the cut, the slider again",
1.6,"Badree to Malan, no run, sharp turn back into him to hit him first on the pad and then the bat. Big appeal from the bowler, but impact was outside leg. Excellent first over",
2.1,"Mohammad Irfan to Kamran Akmal, FOUR, full toss outside off and that's been sliced between cover and point",
2.2,"Mohammad Irfan to Kamran Akmal, no run, defended to the off side",
2.3,"Mohammad Irfan to Kamran Akmal, 1 run, glides it down to third man",
2.4,"Mohammad Irfan to Malan, 1 run, nips back into middle, tapped to mid-on for a quick single, Russell was immediately off the blocks as he fired a throw at the bowler's end, missed",
2.5,"Mohammad Irfan to Kamran Akmal, FOUR, pulls, and just manages to elude the mid-on fielder. Hurried into the pull but he adjusted well to hit it straighter",
2.6,"Mohammad Irfan to Kamran Akmal, FOUR, pick the width and dispatches it into the point boundary. What timing",
3.1,"Badree to Malan, 2 runs, goes over long-off, can't get enough timing, Russell, running backwards from mid-off, hares back, gets a bit of hand on it and then quickly recovers to fire a flat throw. Full marks for the effort, he ran with the shot, which did the trick",
3.2,"Badree to Malan, no run, gets forward and defends",
3.3,"Badree to Malan, FOUR, excellent use of his feet. Gets to the pitch and lofts it over cover, Russell can't get there this time",
3.4,"Badree to Malan, no run, pushed to point",
