Ball,Commentary,Wicket
0.1,"Mohammad Irfan to Delport, no run",
0.2,"Mohammad Irfan to Delport, 2 runs",
0.3,"Mohammad Irfan to Delport, FOUR, full outside off, smashed aerially past mid-off's right",
0.4,"Mohammad Irfan to Delport, no run, short ball in the corridor, goes for a full-blooded pull, is beaten",
0.5,"Mohammad Irfan to Delport, no run, back of a length outside off, wants to swat this through mid-off with a horizontal bat, toe-ends it back to the bowler, takes off for a run instinctively, and has to dive to get back. No direct hit, thankfully",
0.6,"Mohammad Irfan to Delport, no run, good length on the pads, whipped away to short fine",
1.1,"Mohammad Sami to McCullum, no run, bowls him a bouncer first up, he sways backwards and almost loses his footing as he ducks",
1.2,"Mohammad Sami to McCullum, FOUR, full outside off, gets it to swing away slightly, but McCullum has cleared his front foot and sliced it over point",
1.3,"Mohammad Sami to McCullum, no run, good length on the pads, shapes slightly away, goes for the flick and catches it on the pads",
1.4,"Mohammad Sami to McCullum, no run, gives him the charge again, followed once again, but this time the direction is right - straight at his ribs and he can't chop it to third man after tying himself up",
1.5,"Mohammad Sami to McCullum, no run, gets a nice one on the pads, wants to work it fine, but can't connect",
1.6,"Mohammad Sami to McCullum, no run, backs away again, gets followed and tied up, he can only push it to point",
2.1,"Mohammad Irfan to Delport, no run, short and angled into the batsman, goes for the pull but no connection and it trickles down to short fine",
2.2,"Mohammad Irfan to Delport, 1 run, good length outside off, tries to drive on the up, thick inside edge to short fine's right",
2.3,"Mohammad Irfan to McCullum, no run, back of a length outside off, goes back and tries to flay it through the off side, beaten on the outside edge",
2.4,"Mohammad Irfan to McCullum, FOUR, back of a length, angled into him, cramps him for room as he gives the charge, but he goes through with the pull. Catches it with the bottom but gets it past Watson at midwicket",
2.5,"Mohammad Irfan to McCullum, no run, full outside off, gets in position for this but crunches it straight to mid-off",
2.6,"Mohammad Irfan to McCullum, no run, angles a bouncer at his neck, he goes for the hook and misses",
3.1,"Mohammad Sami to Delport, no run, good length at off stump, punched on the up to mid-off",
3.2,"Mohammad Sami to Delport, 2 runs, back of a length at middle, punches it off the back foot to mid-on's left",
3.3,"Mohammad Sami to Delport, no run, gets the bottom of the bat and it bounces back to the bowler",
3.4,"Mohammad Sami to Delport, no run, back of a length outside off, swats across the line and is beaten",
