Ball,Commentary,Wicket
0.1,"Mohammad Irfan to Simmons, no run, starts on length on the off stump and Simmons guides it towards point",
0.2,"Mohammad Irfan to Simmons, no run, much shorter and going away with the angle, Simmons leaves this time",
0.3,"Mohammad Irfan to Simmons, no run, wider outside off and good bounce again, Simmons shoulders arms this time too",
0.4,"Mohammad Irfan to Simmons, no run, excellent ball - brings the shorter ball closer to the batsman, making him play, but the ball moves away from him and nearly takes the outside edge as Simmons pokes",
0.5,"Mohammad Irfan to Simmons, no run, beats him again! Not as comprehensively as the previous ball but Simmons couldn't get close to it again. He's hardly moving his feet there",
0.6,"Mohammad Irfan to Simmons, no run, bangs it in shorter and towards the ribs, Simmons' bat comes down just in time to defend it",
1.1,"Mohammad Sami to Wessels, no run, length ball not far from off stump, Wessels defends it into the covers",
1.2,"Mohammad Sami to Wessels, no run, 134.5kmh, brings it into the batsman now who is cramped for room and hit high on the pad",
1.3,"Mohammad Sami to Wessels, 1 run, shuffles across early and goes down on a knee to almost sweep that with the angle to long leg and they are off the mark on the ninth ball",
1.4,"Mohammad Sami to Simmons, no run, just short of length outside off, Simmons brings his hard hands down and gets a bottom edge back to the bowler",
1.5,"Mohammad Sami to Simmons, no run, on the off stump now and he pushes it down to mid-off. Better-looking short but no run",
1.6,"Mohammad Sami to Simmons, 1 leg bye, shuffles down the track and the ball deflects off the pad after coming in with the angle, and goes behind square on off for a leg bye",
2.1,"Mohammad Irfan to Simmons, FOUR, makes room and cuts that absolutely square and through the aerial route for a cracking four!",
2.2,"Mohammad Irfan to Simmons, no run, absolutely full and wide now, Simmons hardly moves his feet and reaches out, and misses",
2.3,"Mohammad Irfan to Simmons, FOUR, makes room again and opens up to pull this short ball from the middle of the bat, sends it wide of midwicket for another four",
2.4,"Mohammad Irfan to Simmons, SIX, that's much like how Brendon McCullum batted earlier in the day - makes some room and sends that flying over the long-off boundary for a six! It had good bounce and he just about got on top of that to slap it on the off side",
2.5,"Mohammad Irfan to Simmons, no run, on the stumps now and Simmons defends it back this time",
2.6,"Mohammad Irfan to Simmons, FOUR, opens up by clearing his front leg, gets a full delivery and drills that through the covers all along the ground for the fourth boundary of the over!",
3.1,"Mohammad Sami to Wessels, no run, sharp bowling from Sami. Seamed this one into the batsman from short of length outside off and the batsman had no room to put it away. Defends on the off side",
3.2,"Mohammad Sami to Wessels, OUT, heaves and misses - bowled'im! He went down on a knee to slog on the leg side but the length wasn't good enough to be swept and the ball hit the top of leg stump",['MH Wessels b Mohammad Sami 1 (5b 0x4 0x6) SR: 20.00']
3.3,"Mohammad Sami to Iftikhar Ahmed, no run, this one goes straight from outside off and beats the batsman",
3.4,"Mohammad Sami to Iftikhar Ahmed, 1 leg bye, Sami appeals for lbw even though that hit him well outside leg and was going down further. Leg bye for Iftikhar",
3.5,"Mohammad Sami to Simmons, 1 run, on length with some room and it's helped to third man easily",
3.6,"Mohammad Sami to Iftikhar Ahmed, no run, full and quick at 137kmh outside off, Iftikhar doesn't reach the pitch of the ball and drives and misses",
4.1,"Russell to Simmons, 1 leg bye, quick and towards leg, hits im on the front pad near the knee rool and they sneak in another leg bye. Simmons seems to be in a bit of pain after being hit, but ok to continue",
4.2,"Russell to Iftikhar Ahmed, FOUR, short and pulled for four! Nice back lift and follow through to whack it over the midwicket fielder",
4.3,"Russell to Iftikhar Ahmed, 1 leg bye, 138.3kmh, full and quick towards leg, another leg bye",
4.4,"Russell to Simmons, OUT, oh, he's taken a quick reflex catch! Simmons merely pushed the nearly waist-high full toss back towards the bowler and Russell reacted well and grabbed it with both hands to his right before falling over",
4.5,"Russell to Shoaib Malik, no run, 138kph, short and quick around off, he defends it to backward point",['LMP Simmons c & b Russell 19 (18b 3x4 1x6) SR: 105.55']
