Ball,Commentary,Wicket
0.1,"Hasan Ali to Smith, 1 run, full and outside off, flashes a drive and sends an outside edge to third man",
0.2,"Hasan Ali to Rafatullah Mohmand, no run, good length ball on off, quietly played back to the bowler on the front foot",
0.3,"Hasan Ali to Rafatullah Mohmand, no run, Hasan finds swing and beats the outside edge lavishly. Full, starts outside off, and shapes away. Lovely ball. Rafatullah drives away from the body and misses",
0.4,"Hasan Ali to Rafatullah Mohmand, 1 run, length ball on off, Rafatullah plays a jabbing punch to mid-off",
0.5,"Hasan Ali to Smith, no run, Hasan punches his fist in annoyance. Full in the channel, hunts for the outside edge with awayswing. Smith fishes away from the body and gets away",
0.6,"Hasan Ali to Smith, no run, back of a length and on off, punchily played back to the bowler",
1.1,"Junaid Khan to Rafatullah Mohmand, no run, fractionally short on off, Rafatullah swings his hands at a pull. Ends up dragging the ball to midwicket",
1.2,"Junaid Khan to Rafatullah Mohmand, SIX, chest-high short ball on middle and leg, Junaid beats Rafatullah for pace and bounce. He top-edges a hook, off the front foot, which flies over long leg",
1.3,"Junaid Khan to Rafatullah Mohmand, FOUR, length ball angling away outside off, clears his front leg and smears the ball over mid-on who is inside the circle",
1.4,"Junaid Khan to Rafatullah Mohmand, no run, length and angling across off, gets forward and pushes the ball to cover-point. The off-side ring is well populated",
1.5,"Junaid Khan to Rafatullah Mohmand, OUT, nicked behind. Good length and angling away outside off, kicks up from a length. Rafatullah slashes away from the body and is surprised by the extra bounce. He edges it behind with the keeper completing a regulation catch",['Rafatullah Mohmand c †Kamran Akmal b Junaid Khan 11 (8b 1x4 1x6) SR: 137.50']
1.6,"Junaid Khan to Haddin, 1 run, fuller ball, angling away outside off, closes the face of his bat as he pushes off the front foot and they take off for the single though the ball has gone straight to mid-on. Complete it fairly easily in the end",
2.1,"Hasan Ali to Haddin, no run, superb delivery. On a length, in the corridor and nipping back in late. Haddin sticks his bat out and gets duly beaten",
2.2,"Hasan Ali to Haddin, 1 run, short of a length outside off, opens his bat face and drops it in front of third man",
2.3,"Hasan Ali to Smith, no run, short of a length outside off, punched crisply off the backfoot but straight to covers",
2.4,"Hasan Ali to Smith, no run, gets some bounce as it skids through from short of a length and Smith tries to force it through the off side but does not find the middle of his bat",
2.5,"Hasan Ali to Smith, 1 run, fuller ball, clipped away off the pads wide of mid-on",
2.6,"Hasan Ali to Haddin, OUT, that's a superb delivery. Cuts back in from the short of a length region and Haddin is looking to tuck it away off the pads into the leg side. It keeps a tad low and he gets rapped on the pads and the umpire's finger goes up almost straightaway. What a start for Peshawar. Islamabad are 15 for 2 after three overs. This is exactly what Peshawar needed defending a low total",
3.1,"Shakib Al Hasan to Smith, 1 run, worked into the leg side for a single",['BJ Haddin lbw b Hasan Ali 2 (4b 0x4 0x6) SR: 50.00']
3.2,"Shakib Al Hasan to Billings, no run, tucked away to midwicket",
3.3,"Shakib Al Hasan to Billings, 1 run, fuller ball, comes forward and clips this through to midwicket",
3.4,"Shakib Al Hasan to Smith, 1 run",
3.5,"Shakib Al Hasan to Billings, no run, fires it full and on the pads, slides in with the angle and it is pushed to the right of the bowler",
3.6,"Shakib Al Hasan to Billings, no run, presses forward to defend this fuller ball and gets an inside edge on to the pads. Optimistic appeal for leg before but turned down",
4.1,"Hasan Ali to Smith, 1 run, length ball, cutting back in, stays inside the line of the ball and works it away wide of long-on",
4.2,"Hasan Ali to Billings, no run, gets a good, positive stride forward to meet this length and stabs it into the off side and thinks of the single but the bowler runs across on the follow-through to gather it and they decide against it",
4.3,"Hasan Ali to Billings, 1 run, has to reach out to this wide delivery outside off and carves it to third man with an open bat face",
4.4,"Hasan Ali to Smith, no run, short of a length, holding its line outside off this time and Smith punches solidly off the backfoot towards mid-off",
4.5,"Hasan Ali to Smith, 1 run, length ball, skidding through and cutting back in again and Smith manages to tucks it away into the leg side off the pads. Did he get an inside edge on to the pads there? He did as the bowler goes up in a stifled appeal but no problems there",
4.6,"Hasan Ali to Billings, no run, fullish length ball outside off, comes forward and blocks and drills it hard into the turf as the ball goes behind the stumps, towards the wicketkeeper after it bounces",
5.1,"Wahab Riaz to Smith, no run, short of a length and slanting away from the right-hander from over the wicket and it is slapped to point",
5.2,"Wahab Riaz to Smith, 1 run, this one comes on fuller and straighter and on leg stump channel and it is tucked away off the pads to the on side",
5.3,"Wahab Riaz to Billings, 1 run, length ball, angling away on off, comes forward and drops it in front of the covers region for a quick single",
5.4,"Wahab Riaz to Smith, no run, short of a length ball, stays in the crease and nudges it to the leg side",
5.5,"Wahab Riaz to Smith, no run, cramps him for room by bowling it on off. It's back of a length but Smith can only tap it to the off side off the backfoot. This is good bowling. Can he make Smith try to force something here?",
5.6,"Wahab Riaz to Smith, no run, good length ball to end the over. Defended back to the bowler",
6.1,"Shakib Al Hasan to Billings, 1 run, comes down the track to meet the pitch of this ball and uses the inward angle to clip it away to between midwicket and long-on",
6.2,"Shakib Al Hasan to Smith, 1 run, tries to slap it through the off side and chops it towards long-off",
6.3,"Shakib Al Hasan to Billings, 1 run, strides forward to meet the pitch of the ball and drops it in front of the cover-point region",
6.4,"Shakib Al Hasan to Smith, no run, backs away and tries to hammer this one away through the off side but can only work it back to the bowler. Smith is struggling here",
6.5,"Shakib Al Hasan to Smith, SIX, Shakib does well to toss it up and gets it to turn away but Smith brings in the long handle as he reaches out for it and carves it straight down the ground, for a clean six. That was just power that saved him there. Shakib won't be too discouraged by that",
6.6,"Shakib Al Hasan to Smith, no run, skews it off the splice to the covers region",
7.1,"Shahid Afridi to Billings, 1 run, comes down the track and clips it away to midwicket",
7.2,"Shahid Afridi to Smith, 1 run, stays in the crease and tries to whip this through the leg side but does not middle it and the ball goes towards the short leg fielder. Smith is slow off the blocks and the keeper gathers it and fires a throw. Direct hit at the non-striker's end would have seen the back of him",
7.3,"Shahid Afridi to Billings, 1 run, worked away to deep midwicket",
7.4,"Shahid Afridi to Smith, no run, stays back and looks to work this through the off side but the ball spins the other way as it's the googly and takes the inside edge of Smith's blade",
7.5,"Shahid Afridi to Smith, SIX, long handle again, that's another pressure-releasing shot. Afridi floats up a length ball and offers up a lot of width outside off and Smith has all the time in the world to get down on one knee and slog it long and hard over deep midwicket",
7.6,"Shahid Afridi to Smith, no run",
8.1,"Wahab Riaz to Billings, no run, tries to make room and carve this short of a length ball through the off side but cannot beat backward point",
8.2,"Wahab Riaz to Billings, FOUR, advances down the ground to meet the pitch of this ball, converts it into a fuller ball and crunches it through extra cover. Top shot",
8.3,"Wahab Riaz to Billings, no run, length ball, shaping away outside off and jags away late, beats the outside edge of the batsman who tries to run it down to third man with an open bat face",
8.4,"Wahab Riaz to Billings, OUT, comes down the track and looks to carve this short of a length ball through the off side but he gets an inside edge and chops it on to the stumps. Peshawar have every reason to believe that they can defend this total. The bowler dragged the pace back there and that did the trick",
8.5,"Wahab Riaz to Misbah-ul-Haq, no run, jags away outside off and it is left alone",
8.6,"Wahab Riaz to Misbah-ul-Haq, no run, comes forward and reaches out to this wide ball and knocks it to the right of point who slides across to get his hands to it",['SW Billings b Wahab Riaz 11 (16b 1x4 0x6) SR: 68.75']
9.1,"Shahid Afridi to Smith, no run, defended back to the bowler",
9.2,"Shahid Afridi to Smith, 1 run",
9.3,"Shahid Afridi to Misbah-ul-Haq, 1 run, width on offer outside off and Misbah slaps hard as the ball goes to the deep point boundary, it is cut off before the fence by the fielder running to his left",
9.4,"Shahid Afridi to Smith, 1 run, shorter in length and it is slapped off the backfoot past the bowler. Afridi sticks his hand out but that was travelling and Hasan Ali runs across, slides and stops it away before getting up and flicking it back to Jordan. Good team effort",
9.5,"Shahid Afridi to Misbah-ul-Haq, no run, shorter in length, cut to backward point",
9.6,"Shahid Afridi to Misbah-ul-Haq, no run, length ball, Misbah blocks from the crease and Afridi almost leaps up in celebration as the ball nearly takes out the stumps off the pads. He got a thickish inside edge",
10.1,"Junaid Khan to Smith, FOUR, length ball that is angled away and there is just enough room for Smith who stays leg side of the ball and absolutelu pummels it with a half-angled bat past mid-off who starts to his right but has no chance to get to it",
10.2,"Junaid Khan to Smith, no run, full toss, misses out as he tries to drag it away into the leg side and closes the face of his bat. Went too hard at it and messed up the timing",
10.3,"Junaid Khan to Smith, SIX, slightly slower and on a fullish length outside off. It is going away from him but Smith once again opts to heave it over the leg side. Does not find the middle of the bat but still decent enough connection as the ball goes to the cow corner boundary",
10.4,"Junaid Khan to Smith, FOUR, that's just brute force. Half-volley outside off and Smith puts the right foot across while making sure he gives himself enough room before crashing it through extra cover",
10.5,"Junaid Khan to Smith, no run, slower short ball, gets up and tries to flay it through the off side but goes through with the shot early and gets beaten by the lack of pace",
10.6,"Junaid Khan to Smith, no run, knocks it back towards the bowler off the backfoot",
11.1,"Shahid Afridi to Misbah-ul-Haq, 1 run, short of a length and spinning away, worked off the backfoot into the gap, wide of long-on",
11.2,"Shahid Afridi to Smith, 1 run, back of a length, whipped off the backfoot between deep midwicket and long-on",
11.3,"Shahid Afridi to Misbah-ul-Haq, 1 run, tosses it up generously outside off and it is driven crisply to wide long-off",
11.4,"Shahid Afridi to Smith, 1 run, back of a length and it is whipped off the backfoot very hard back to the bowler. Was that a chance! Yes, it was. That was flat-batted with immense power and Afridi barely had time to react to it. Gets his fingers to it but cannot hold on to the ball. Unfair to call that a dropped catch",
11.5,"Shahid Afridi to Misbah-ul-Haq, 1 run",
11.6,"Shahid Afridi to Smith, FOUR, short ball, stays in the crease before pulling it away deep midwicket and the ball screams into the deep midwicket boundary",
12.1,"Shakib Al Hasan to Misbah-ul-Haq, no run, sliding in with the arm on a fullish length, blocked off the front foot back to the bowler",
12.2,"Shakib Al Hasan to Misbah-ul-Haq, no run, advances down the track but the bowler drags his length back and Misbah knocks it back to Shakib",
12.3,"Shakib Al Hasan to Misbah-ul-Haq, 1 run, short of a length, not much turn, whipped away off the backfoot wide of long-on",
12.4,"Shakib Al Hasan to Smith, 1 run, length ball on leg stump, not much bounce, tucked away off the pads through the leg side",
12.5,"Shakib Al Hasan to Misbah-ul-Haq, OUT, Misbah falters on the pull shot. Not a great delivery. Short and he swivels around with the pull but does not time it too well. Sends it straight into the hands of Wahab Riaz at deep midwicket. That maybe didn't sit up as well as he would have liked. And he got it off the toe end of the bat",
12.6,"Shakib Al Hasan to Watson, 1 run, slightly short of good length, Watson backs before punching it against the angle to long-off",
13.1,"Shahid Afridi to Watson, no run, length ball, stays a tad low outside off and he gets an inside edge that goes back to the right of Afridi",
13.2,"Shahid Afridi to Watson, no run, yorks him with a quicker ball on the stumps and it is dug out back to the bowler",['Misbah-ul-Haq c Wahab Riaz b Shakib Al Hasan 5 (12b 0x4 0x6) SR: 41.66']
13.3,"Shahid Afridi to Watson, 1 run, shorter in length and a little bit of width on offer, slapped out to sweeper cover",
