Ball,Commentary,Wicket
0.1,"Sohail Tanvir to Babar Azam, no run, good length outside off, driven on the up to Baz at mid-off. Gayle was sent back. They've taken on his arm and he's hit it direct. Third umpire...will rule not out. He's grounded his bat nicely",
0.2,"Sohail Tanvir to Babar Azam, 1 run, good length on the pads, glanced to short fine",
0.3,"Sohail Tanvir to Gayle, no run, fires in a yorker at leg stump, uses his reach to convert it into a yorker to jam it to short fine",
0.4,"Sohail Tanvir to Gayle, no run, back of a length outside off, leaves it alone",
0.5,"Sohail Tanvir to Gayle, no run, 127 kph, good length at middle stump, very slight deviation away. Goes forward and pushes it to point who shies and breaks the stumps at the non-strikers end for no apparent reason",
0.6,"Sohail Tanvir to Gayle, 1 run, good length at middle, flicks it to mid-on",
1.1,"Narine to Gayle, FOUR, drops it short down the leg and he has literally hit a one-handed backhand to dispatch this behind square",
1.2,"Narine to Gayle, no run, good length at off stump, draws him forward and beats him on the outside edge",
1.3,"Narine to Gayle, OUT, tossed up at middle stump, slightly back of a good length, no feet from Gayle, goes with his hands and his reach can't help him get under this before it turns. Top edge is the result and Akmal pouches it at long-off",['CH Gayle c Umar Akmal b Narine 5 (7b 1x4 0x6) SR: 71.42']
1.4,"Narine to Babar Azam, 1 run, good length, fired at middle stump, punched to long-on off the back foot",
1.5,"Narine to Sangakkara, FOUR, drops it short and turns it away from off stump, Sanga hangs back and punches this with great placement through the covers. Roy chases and tries to pull it back in but it's caught the rope and third umpire will deem that a boundary",
1.6,"Narine to Sangakkara, no run, good length on off, drives on the up and slightly in the air, straight to cover",
2.1,"Sohail Tanvir to Babar Azam, no run, back of a length at off, punched towards mid-off, but extra cover puts in a dive to cut it halfway",
2.2,"Sohail Tanvir to Babar Azam, no run, good length, angled across from off stump, outside half of the bat as he tries to drive on the up, straight to cover",
2.3,"Sohail Tanvir to Babar Azam, FOUR, back of a length outside off, angled across, but he plays a peculiar shot. Gets in position for a back foot punch and lifts it over mid-on. You need great eyes to pull that off. Good shot.",
2.4,"Sohail Tanvir to Babar Azam, 1 run, back of a length angled across of, mistimes his pull shot and mid-on cuts it off",
2.5,"Sohail Tanvir to Sangakkara, 1 run, good length outside off, pushed to cover off the front foot",
2.6,"Sohail Tanvir to Babar Azam, 1 run, slower ball, good length at off stump, walks across and flicks it to short fine",
3.1,"Mohammad Irfan to Babar Azam, 1 run, back of a length, angled in at off stump, inside edge onto the pad and into the leg side",
3.2,"Mohammad Irfan to Sangakkara, no run, good length at middle stump, drives it on the up across the angle, straight to mid-on",
3.3,"Mohammad Irfan to Sangakkara, no run, back of a length, angled across the batsman who pokes at it off the back foot, straight to point",
3.4,"Mohammad Irfan to Sangakkara, no run, back of a length, angled across, chopped with no timing to point",
3.5,"Mohammad Irfan to Sangakkara, 1 run, good length on middle, angled across, jumps out and slaps it to mid-off who fumbles",
3.6,"Mohammad Irfan to Babar Azam, OUT, short and wide, throws his hands at it, gets an outside edge and it carries straight to third man. He didn't have to move an inch. All hands from Babar, and hard ones at that.",
