Ball,Commentary,Wicket
0.1,"Mohammad Amir to Roy, no run, ooo what a start! Back of a length outside off, swings back in, he doesn't know what to do and pokes. Beaten.",
0.2,"Mohammad Amir to Roy, no run, good length, pitches on leg stump. Roy walks across the stumps and gets beaten down the leg side. No wide.",
0.3,"Mohammad Amir to Roy, 2 runs, good length on middle stump, pokes at it and gets a thick inside edge past short fine",
0.4,"Mohammad Amir to Roy, FOUR, full, swinging in from middle, this time gets a confident stride forward and drives to the right of mid-on",
0.5,"Mohammad Amir to Roy, 1 run, back of a length, angled across the corridor, stands on his toes and punches it square. Third man runs to his right to cut it",
0.6,"Mohammad Amir to McCullum, no run, back of a length, angled across off stump, slashes at it and is beaten",
1.1,"Imad Wasim to Roy, FOUR, drops it short outside off, he gets behind and punches regally past a diving extra cover",
1.2,"Imad Wasim to Roy, 1 run, fired in full at the pads, driven to long-on",
1.3,"Imad Wasim to McCullum, OUT, good length outside off, slides through quick and low, McCullum has gone back to this when he shouldn't have. Tries to punch it put it gets the bottom edge low on the bat and the stumps light up",['BB McCullum b Imad Wasim 0 (2b 0x4 0x6) SR: 0.00']
1.4,"Imad Wasim to Fakhar Zaman, SIX, good length at off stump, gets low on one knee and slaps it behind square for a six first ball!",
1.5,"Imad Wasim to Fakhar Zaman, no run, good length outside off, draws him forward and beats his outside edge with a slider",
1.6,"Imad Wasim to Fakhar Zaman, FOUR, full outside off, gets on knee and goes for the sweep again, gets an inside edge and sneaks by from under the keeper",
2.1,"Mohammad Amir to Roy, 1 run, back of a length outside off, leans back and punches to point's right",
2.2,"Mohammad Amir to Fakhar Zaman, no run, good length at off stump, defended off the front foot",
2.3,"Mohammad Amir to Fakhar Zaman, 2 runs, good length, angling into the pads from middle and off, leans forward and punches it through the open midwicket region. Deep square runs a long way",
2.4,"Mohammad Amir to Fakhar Zaman, 1 run, good length, slower ball outside off, waits for it and drops it into the gully area with soft hands",
2.5,"Mohammad Amir to Roy, 3 runs, back of a length and angled across, but he steps out and cuts down the angle as he slogs across. Hasn't connected properly and deep square leg runs a long way and puts a big dive to his left to flick it back in. Young Usman Khan. They're checking to see if he touched the rope...and he hasn't",
2.6,"Mohammad Amir to Fakhar Zaman, no run, full at off stump, no feet as he looks to pummel this down the ground. Big gap between bat and pad, but safely driven to long-on",
3.1,"Sohail Khan to Roy, 1 run, wide of the crease, back of a length, angling in from the corridor, punched off the back foot to mid-on with the angle",
