Ball,Commentary,Wicket
0.1,"Hasan Ali to van Wyk, no run, back of a length and outside off, slashed to point",
0.2,"Hasan Ali to van Wyk, no run, pitched up and outside off, encourages the drive. Forward and stroked to mid-off",
0.3,"Hasan Ali to van Wyk, no run, some swing for Hasan. Nice and full, shapes away outside off, past the flash",
0.4,"Hasan Ali to van Wyk, 1 run, length ball on off, jabbing drive to mid-off",
0.5,"Hasan Ali to Ahmed Shehzad, no run, back of a length on off, Hasan cramps Shehzad for room. Played back to the bowler",
0.6,"Hasan Ali to Ahmed Shehzad, no run, keeps it on a back of a length on off stump, Shehzad punchily drives a single to mid-off",
1.1,"Mohammad Asghar to van Wyk, no run, starts off with a full non-turning ball, misses the sweep, hit on the front pad outside the line of off I think. He weathers the lbw appeal",
1.2,"Mohammad Asghar to van Wyk, no run, full on middle, pushed to midwicket",
1.3,"Mohammad Asghar to van Wyk, OUT, short fine leg swoops down on the ball and nails a direct hit. Excellent work from Hasan, catches Van Wyk short. The batsman uses his feet, attempts a flick, and inside-edges the ball to Hasan. Van Wyk eyes a risky single but it sent back by Shehzad. He can't make it in time",['MN van Wyk run out 1 (7b 0x4 0x6) SR: 14.28']
1.4,"Mohammad Asghar to Anamul Haque, no run, tossed up on off, defended back",
1.5,"Mohammad Asghar to Anamul Haque, no run, full and outside off, tapped to cover on the front foot",
1.6,"Mohammad Asghar to Anamul Haque, 1 run, full and around off, push-driven to long-off",
2.1,"Hasan Ali to Anamul Haque, 1 run, Down the track, heaves at the ball and squirts an inside edge to long leg",
2.2,"Hasan Ali to Ahmed Shehzad, 1 run, slower short ball outside off, might have been a cutter, slashes early in the air to the left of backward point. Yes, this offcutter gripped in the surface",
2.3,"Hasan Ali to Anamul Haque, no run, that's a gem! Good length, angled in, and cuts away viciously past the outside edge. Unplayable",
2.4,"Hasan Ali to Anamul Haque, no run, Sammy drops a catch at slip! Pitched up and outside off, Shehzad reaches out for a drive, plays away from the body, and nicks it behind. The ball hits Sammy's chest and goes down. It just flew to slip. Sammy was late to react",
2.5,"Hasan Ali to Anamul Haque, no run, back of a length and angled in, Anumul eyes the leg side and ends up squirting a leading edge towards point",
2.6,"Hasan Ali to Anamul Haque, 1 run, short on off, hits the splice of the bat, the ball rolls to mid-on",
3.1,"Mohammad Asghar to Anamul Haque, OUT, The reprieve costs Peshawar just one run. Anamul holes out to long-off. Jordan is a quality fielder, be it in the slip cordon or in the outfield. Anamul uses his feet, does not get close enough to the pitch. He aimed to hit it squarer, ended up punting it straighter to long-off",
