Ball,Commentary,Wicket
0.1,"Hasan Ali to Babar Azam, no run, some carry and bounce straight away as he begins with a bouncer that is ducked by Babar",
0.2,"Hasan Ali to Babar Azam, FOUR, oh, nearly chopped on. Lucky boundary to get going. Babar slashes at this wide delivery. Wide half-volley, gets an inside edge that misses the stumps and goes away into the fine leg boundary",
0.3,"Hasan Ali to Babar Azam, FOUR, bowls this much straighter and Babar walks across the stumps before tucking it through the square leg region",
0.4,"Hasan Ali to Babar Azam, no run, that's more like it. Tempter outside off and Babar comes forward and sticks his bat out, gets beaten for his troubles",
0.5,"Hasan Ali to Babar Azam, no run, comes forward to meet this length ball outside off and drops it into the covers region. Thinks of a single and starts off but is sent back",
0.6,"Hasan Ali to Babar Azam, no run, short of a length on off and holding its line, stands tall and punches off the backfoot back to the bowler",
1.1,"Wahab Riaz to Sangakkara, 1 run, fuller ball on middle stump and coming on straight, clipped off the pads wide of mid-on for a quick single",
1.2,"Wahab Riaz to Babar Azam, no run, short of good length and angling away outside off, stays in the crease and punches off the backfoot to the covers region",
1.3,"Wahab Riaz to Babar Azam, FOUR, full and wide outside off, offers up just enough width outside off for the batsman to free his arms. Babr just takes a stride across towards the off-stump before crashing it past mid-off",
1.4,"Wahab Riaz to Babar Azam, no run, full and angling away outside off, drops it in front of point where it is fielded cleanly. No run there",
1.5,"Wahab Riaz to Babar Azam, SIX, drags the length back and that's quite an effortless shot. Gets in position early, head firm as he lays into a pull shot and the ball sails over the deep midwicket boundary. Sat up nicely and Babar is in such tremendous form, he's not going to miss out on capitalising on those",
1.6,"Wahab Riaz to Babar Azam, no run, sticks his bat out and opens the face to run it down towards third man without any feet and cannot put bat to ball",
2.1,"Hasan Ali to Sangakkara, 2 runs, fullish length ball, tucked off the pads wide of deep midwicket and the fielder there runs across and picks it up",
2.2,"Hasan Ali to Sangakkara, 1 run, tucked off the pads to deep midwicket",
2.3,"Hasan Ali to Babar Azam, no run, good length, angling in from outside off, stays in the crease and presents a straight bat as he jabs it towards mid-on",
2.4,"Hasan Ali to Babar Azam, FOUR, slower short ball and that's sloppy work from Imran Khan jnr at short fine leg. Babar was swivelling around and pulling it, didn't try to hit it too hard and placement was going to be key. He does not get it wide enough of the fielder there but gets a boundary nonetheless thanks to the misfield",
2.5,"Hasan Ali to Babar Azam, no run, defended back to the bowler",
2.6,"Hasan Ali to Babar Azam, 1 run, turns it away from outside off straight to mid-on, didn't hit it too hard so the ball does not go to the fielder as quickly. But it is still a sharp single, called for it straightaway and completes it easily in the end",
3.1,"Shakib Al Hasan to Babar Azam, FOUR, flights it but does not get it as full as he would have liked, drops it slightly short and width outside off. Nice bounce on the surface and Babar pulls it away between midwicket and long-on",
3.2,"Shakib Al Hasan to Babar Azam, 1 run, works it down to long-off to follow up the boundary with a single",
3.3,"Shakib Al Hasan to Sangakkara, no run, cuts this short ball off the backfoot but cannot pierce point",
3.4,"Shakib Al Hasan to Sangakkara, 1 run, eased down to long-on",
3.5,"Shakib Al Hasan to Babar Azam, 2 runs, comes down the track and looks to go big over the leg side but does not get the timing right and the ball lands on the bounce in front of deep midwicket fielder",
3.6,"Shakib Al Hasan to Babar Azam, 1 run, worked wide of mid-on",
4.1,"Imran Khan to Babar Azam, 1 run, shorter in length, worked out to deep midwicket",
4.2,"Imran Khan to Sangakkara, 1 run, slower ball wide outside off, tucks it away to the leg side, to the midwicket region. That one had no pace on it",
4.3,"Imran Khan to Babar Azam, 1 run, very slow length ball outside off, comes forward and drops it into the off side",
4.4,"Imran Khan to Sangakkara, 1 run, short of good length, much quicket at 124 clicks this time and it is pulled through square leg. Deep midwicket runs across and collects it",
4.5,"Imran Khan to Babar Azam, FOUR, whipped away off the pads through square leg and he has played that well enough for the ball to comfortably beat the deep midwicket fielder running to his right. Jumps back and moves across to use the depth of the crease to that one",
4.6,"Imran Khan to Babar Azam, 1 run, similarly jumps back and whips it off the pads but this time to the man at deep midwicket",
5.1,"Wahab Riaz to Babar Azam, no run, sprayed down the leg side, or has it? Babar misses the glance but Babar was walking into the stumps and the umpire thinks it goes over leg stump",
5.2,"Wahab Riaz to Babar Azam, 1 run, good length ball on off, jumps back and across and uses the wrists to flick it away to backward square leg. They momentarily think of the second but decide against it",
5.3,"Wahab Riaz to Sangakkara, 1 run, opens up at the sight of some width outside off and carves it through the backward point region. Third man is placed square and he runs across to collect it",
